1;2;3;4;5;6;7
-0.8598753844363266;-0.0005563085512744468;-0.005870625509379612;0.013022068406924095;-0.0015035701698511096;-0.010859375018436599;-0.0018125379410162035
-0.510593650000222;-0.0005563085512744468;-0.005870625509379612;0.013022068406924095;-0.0015035701698511096;-0.010859375018436599;-0.0018125379410162035
-0.3148462517292791;-0.0005563085512744468;-0.005870625509379612;0.013022068406924095;-0.0015035701698511096;-0.010859375018436599;-0.0018125379410162035
-0.6498766371789251;-0.0005563085512744468;-0.005870625509379612;0.013022068406924095;-0.0015035701698511096;-0.010859375018436599;-0.0018125379410162035
0.8558240011933591;-0.0005563085512744468;-0.005870625509379612;0.013022068406924095;-0.0015035701698511096;-0.010859375018436599;-0.0018125379410162035
1.3355038274522826;-0.0005563085512744468;-0.005870625509379612;0.013022068406924095;-0.0015035701698511096;-0.010859375018436599;-0.0018125379410162035
0.7393112286037062;-0.0005563085512744468;-0.005870625509379612;0.013022068406924095;-0.0015035701698511096;-0.010859375018436599;-0.0018125379410162035
-0.9572362275093425;-0.0005563085512744468;-0.005870625509379612;0.013022068406924095;-0.0015035701698511096;-0.010859375018436599;-0.0018125379410162035
0.44864868477761605;-0.0005563085512744468;-0.005870625509379612;0.013022068406924095;-0.0015035701698511096;-0.010859375018436599;-0.0018125379410162035
-1.7461957956603305;-0.0005563085512744468;-0.005870625509379612;0.013022068406924095;-0.0015035701698511096;-0.010859375018436599;-0.0018125379410162035
-1.504682577543071;-0.0005563085512744468;-0.005870625509379612;0.013022068406924095;-0.0015035701698511096;-0.010859375018436599;-0.0018125379410162035
-1.4194599954303497;-0.0005563085512744468;-0.005870625509379612;0.013022068406924095;-0.0015035701698511096;-0.010859375018436599;-0.0018125379410162035
0.7583705495330695;-0.0005563085512744468;-0.005870625509379612;0.013022068406924095;-0.0015035701698511096;-0.010859375018436599;-0.0018125379410162035
-1.2275329891125832;-0.0005563085512744468;-0.005870625509379612;0.013022068406924095;-0.0015035701698511096;-0.010859375018436599;-0.0018125379410162035
-1.122280895465236;-0.0005563085512744468;-0.005870625509379612;0.013022068406924095;-0.0015035701698511096;-0.010859375018436599;-0.0018125379410162035
0.07544481738870987;-0.0005563085512744468;-0.005870625509379612;0.013022068406924095;-0.0015035701698511096;-0.010859375018436599;-0.0018125379410162035
0.32343546757986963;-0.0005563085512744468;-0.005870625509379612;0.013022068406924095;-0.0015035701698511096;-0.010859375018436599;-0.0018125379410162035
