fixed_acidity;volatile_acidity;citric_acid;residual_sugar;chlorides;free_sulfur_dioxide;total_sulfur_dioxide;density;pH;sulphates;alcohol
0.264462809917355;0.126666666666667;0.216867469879518;0.308282208588957;0.059800664451827;0.152777777777778;0.377880184331797;0.267784846732212;0.217054263565891;0.129213483146067;0.115942028985507
0.206611570247934;0.146666666666667;0.204819277108434;0.015337423312884;0.066445182724253;0.045138888888889;0.290322580645161;0.132832080200505;0.449612403100775;0.151685393258427;0.217391304347826
0.355371900826446;0.133333333333333;0.240963855421687;0.096625766871166;0.068106312292359;0.100694444444444;0.209677419354839;0.154038943512628;0.41860465116279;0.123595505617978;0.304347826086956
0.28099173553719;0.1;0.192771084337349;0.121165644171779;0.081395348837209;0.159722222222222;0.414746543778802;0.163678426836324;0.364341085271318;0.101123595505618;0.27536231884058
0.28099173553719;0.1;0.192771084337349;0.121165644171779;0.081395348837209;0.159722222222222;0.414746543778802;0.163678426836324;0.364341085271318;0.101123595505618;0.27536231884058
0.355371900826446;0.133333333333333;0.240963855421687;0.096625766871166;0.068106312292359;0.100694444444444;0.209677419354839;0.154038943512628;0.41860465116279;0.123595505617978;0.304347826086956
0.198347107438017;0.16;0.096385542168675;0.098159509202454;0.059800664451827;0.100694444444444;0.299539170506912;0.15018315018315;0.356589147286821;0.140449438202247;0.231884057971014
0.264462809917355;0.126666666666667;0.216867469879518;0.308282208588957;0.059800664451827;0.152777777777778;0.377880184331797;0.267784846732212;0.217054263565891;0.129213483146067;0.115942028985507
0.206611570247934;0.146666666666667;0.204819277108434;0.015337423312884;0.066445182724253;0.045138888888889;0.290322580645161;0.132832080200505;0.449612403100775;0.151685393258427;0.217391304347826
0.355371900826446;0.093333333333333;0.259036144578313;0.013803680981595;0.058139534883721;0.09375;0.283410138248848;0.128976286871023;0.387596899224806;0.129213483146067;0.434782608695652
0.355371900826446;0.126666666666667;0.246987951807229;0.013036809815951;0.039867109634552;0.034722222222222;0.131336405529954;0.071139386928863;0.209302325581395;0.191011235955056;0.579710144927536
0.396694214876033;0.1;0.240963855421687;0.05521472392638;0.043189368770764;0.055555555555556;0.237327188940092;0.146327356853675;0.325581395348837;0.174157303370787;0.246376811594203
0.338842975206612;0.066666666666667;0.22289156626506;0.00920245398773;0.051495016611296;0.052083333333333;0.158986175115207;0.094274146905725;0.356589147286821;0.230337078651685;0.405797101449275
0.231404958677686;0.053333333333333;0.240963855421687;0.013803680981595;0.058139534883721;0.163194444444444;0.315668202764977;0.078850973587816;0.635658914728682;0.168539325842697;0.63768115942029
0.371900826446281;0.226666666666667;0.373493975903614;0.286042944785276;0.051495016611296;0.138888888888889;0.382488479262673;0.252361673414306;0.201550387596899;0.252808988764045;0.246376811594203
0.231404958677686;0.06;0.228915662650602;0.013803680981595;0.038205980066445;0.09375;0.244239631336406;0.082706766917294;0.410852713178294;0.185393258426966;0.492753623188406
0.206611570247934;0.266666666666667;0.024096385542169;0.007668711656442;0.061461794019934;0.100694444444444;0.214285714285714;0.109697320223638;0.403100775193798;0.078651685393258;0.231884057971014
0.198347107438017;0.386666666666667;0.289156626506024;0.00920245398773;0.033222591362126;0.097222222222222;0.158986175115207;0.04029304029304;0.472868217054264;0.095505617977528;0.695652173913044
0.297520661157025;0.173333333333333;0.253012048192771;0.007668711656442;0.039867109634552;0.055555555555556;0.380184331797235;0.088490456911512;0.310077519379845;0.174157303370787;0.478260869565217
0.223140495867768;0.153333333333333;0.08433734939759;0.105828220858896;0.058139534883721;0.114583333333333;0.292626728110599;0.161750530171585;0.387596899224806;0.157303370786517;0.217391304347826
0.198347107438017;0.386666666666667;0.289156626506024;0.00920245398773;0.033222591362126;0.097222222222222;0.158986175115207;0.04029304029304;0.472868217054264;0.095505617977528;0.695652173913044
0.214876033057851;0.153333333333333;0.228915662650602;0.035276073619632;0.048172757475083;0.0625;0.221198156682028;0.078850973587816;0.348837209302325;0.073033707865169;0.434782608695652
0.247933884297521;0.12;0.253012048192771;0.016871165644172;0.066445182724253;0.138888888888889;0.267281105990783;0.113553113553113;0.581395348837209;0.146067415730337;0.36231884057971
0.314049586776859;0.393333333333333;0.08433734939759;0.013803680981595;0.10797342192691;0.083333333333333;0.373271889400922;0.127048390206287;0.255813953488372;0.162921348314607;0.188405797101449
0.231404958677686;0.126666666666667;0.246987951807229;0.010736196319018;0.071428571428572;0.052083333333333;0.313364055299539;0.154038943512628;0.542635658914728;0.140449438202247;0.289855072463768
0.264462809917355;0.113333333333333;0.192771084337349;0.128834355828221;0.061461794019934;0.190972222222222;0.550691244239631;0.161750530171585;0.410852713178294;0.157303370786517;0.347826086956522
0.256198347107438;0.106666666666667;0.210843373493976;0.006134969325153;0.071428571428572;0.118055555555556;0.32258064516129;0.113553113553113;0.565891472868217;0.123595505617978;0.289855072463768
0.264462809917355;0.133333333333333;0.234939759036145;0.124233128834356;0.069767441860465;0.107638888888889;0.311059907834101;0.173317910160016;0.511627906976744;0.174157303370787;0.36231884057971
0.297520661157025;0.126666666666667;0.289156626506024;0.007668711656442;0.06312292358804;0.055555555555556;0.290322580645161;0.082706766917294;0.364341085271318;0.151685393258427;0.521739130434782
